"id","Line_raw","Line","Character_raw","Character","Setting"
"id1414","ON THE SET, Murray watches the clip on the monitor above his desk, can't help but laugh. Sees the FLOOR DIRECTOR counting him down silently with her fingers... Three... Two... points to Camera One.","ON THE SET, Murray watches the clip on the monitor above his desk, can't help but laugh. Sees the FLOOR DIRECTOR counting him down silently with her fingers... Three... Two... points to Camera One.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1415","(looking into camera) O-kay, you may have seen that clip of our next guest when we first played it two weeks ago. Now before he comes out, I just want to say that we're all heartbroken here and sensitive to what's going on in the city tonight. But, this is how he wanted to come on the show. So let me introduce-- The Joker.","O-kay, you may have seen that clip of our next guest when we first played it two weeks ago. Now before he comes out, I just want to say that we're all heartbroken here and sensitive to what's going on in the city tonight. But, this is how he wanted to come on the show. So let me introduce-- The Joker.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1416","BEHIND THE BLUE CURTAIN, Joker gathers himself, ready for his moment. Doesn't hear his introduction or see a STAGEHAND pull open the curtain for him to go out--","BEHIND THE BLUE CURTAIN, Joker gathers himself, ready for his moment. Doesn't hear his introduction or see a STAGEHAND pull open the curtain for him to go out--","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1417","ON SET, THE CURTAIN'S OPEN, Don Ellis and his Jazz Orchestra are playing Joker on. He doesn't come out. Murray looks over to the empty space in the curtain.","ON SET, THE CURTAIN'S OPEN, Don Ellis and his Jazz Orchestra are playing Joker on. He doesn't come out. Murray looks over to the empty space in the curtain.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1418","The audience laughs.","The audience laughs.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1419","BEHIND THE CURTAIN, Joker sees the stagehand motioning for him to go out on stage. Joker starts out, pausing when he takes a step into the bright lights. The stagehand doesn't see him stop, and drops the curtain back on Joker before the audience can really see his face--","BEHIND THE CURTAIN, Joker sees the stagehand motioning for him to go out on stage. Joker starts out, pausing when he takes a step into the bright lights. The stagehand doesn't see him stop, and drops the curtain back on Joker before the audience can really see his face--","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1420","Tangling Joker up in the curtain.","Tangling Joker up in the curtain.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1421","The audience keeps laughing thinking it's part of his act. The band keeps playing him on. Joker untangles himself from the curtain and the audience gets a good look at him.","The audience keeps laughing thinking it's part of his act. The band keeps playing him on. Joker untangles himself from the curtain and the audience gets a good look at him.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1422","Some continue laughing. A few boo. Most don't know what to make of him.","Some continue laughing. A few boo. Most don't know what to make of him.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1423","Joker walks across the stage, forgetting to wave like he practiced. He trips over the riser surrounding the set when he goes to shake Murray's hand. Almost falls on him.","Joker walks across the stage, forgetting to wave like he practiced. He trips over the riser surrounding the set when he goes to shake Murray's hand. Almost falls on him.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1424","Murray tries not to crack up. The audience laughs. Thinks it's part of Joker's act.","Murray tries not to crack up. The audience laughs. Thinks it's part of Joker's act.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1425","Joker reaches out to hug Dr. Sally as she goes in for a handshake. Another awkward moment. More laughs.","Joker reaches out to hug Dr. Sally as she goes in for a handshake. Another awkward moment. More laughs.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1426","Joker finally sits down next to Murray. Crosses and uncrosses his legs. Can't get comfortable.","Joker finally sits down next to Murray. Crosses and uncrosses his legs. Can't get comfortable.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1427","So, ahhh, thanks for coming on the show. But I gotta tell ya, with what happened at City Hall today, I'm sure many of our viewers here in the studio, and at home, might find this look of yours in poor taste.","So, ahhh, thanks for coming on the show. But I gotta tell ya, with what happened at City Hall today, I'm sure many of our viewers here in the studio, and at home, might find this look of yours in poor taste.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1428","Joker's not listening to Murray. He's mesmerized by all the lights shining on him... all the eyes on him... he doesn't answer Murray.","Joker's not listening to Murray. He's mesmerized by all the lights shining on him... all the eyes on him... he doesn't answer Murray.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1429","Nervous laughter from the audience.","Nervous laughter from the audience.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1430","(tries again) Can you tell us why you're dressed like this?","Can you tell us why you're dressed like this?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1431","AND JOKER STARTS TO LAUGH. Not embarrassed of it anymore. He goes with it. Giving in to it, enjoying the laughter.","AND JOKER STARTS TO LAUGH. Not embarrassed of it anymore. He goes with it. Giving in to it, enjoying the laughter.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1432","(can't help but smile at Joker's laughing) Okay. But I'm not sure how any of this is funny. A lot of those protesters are going with this look. City seems to be full of clowns these days.","Okay. But I'm not sure how any of this is funny. A lot of those protesters are going with this look. City seems to be full of clowns these days.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1433","(just nods, still laughing) Yeah. Isn't it great?","Yeah. Isn't it great?","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1434","Joker just keeps cracking up. Audience still isn't sure what to make of him. There's some awkward laughter.","Joker just keeps cracking up. Audience still isn't sure what to make of him. There's some awkward laughter.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1435","Nobody's laughing in the booth.","Nobody's laughing in the booth.","CONTEXT","CONTEXT","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1436","(looks to the director) This guy's got nothing.","This guy's got nothing.","TECHNICAL DIRECTOR","TECHNICAL DIRECTOR","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1437","(hits the producer's talk button; into the mic) Gene, what the hell? You wanna kill this?","Gene, what the hell? You wanna kill this?","DIRECTOR","DIRECTOR","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1438","Murray glances over at his producer Gene Ufland, who's sitting off-camera on a director's chair by a monitor. Gene shrugs at him.","Murray glances over at his producer Gene Ufland, who's sitting off-camera on a director's chair by a monitor. Gene shrugs at him.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1439","(smiles; trying to save the interview) So when we talked earlier, you mentioned that you aren't political. That this look isn't a political statement.","So when we talked earlier, you mentioned that you aren't political. That this look isn't a political statement.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1440","(between laughs) That's right. I'm not political, Murray. I'm, I'm, I'm just trying to make people laugh.","That's right. I'm not political, Murray. I'm, I'm, I'm just trying to make people laugh.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1441","(beat; smiles) How's that goin' for ya? Have you been working on any new material? Do you want to tell us a joke?","How's that goin' for ya? Have you been working on any new material? Do you want to tell us a joke?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1442","The audience claps, egging Joker on to tell a joke.","The audience claps, egging Joker on to tell a joke.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1443","Joker looks over at Murray -- his laughing fit finally subsiding -- and reaches into his jacket pocket and--","Joker looks over at Murray -- his laughing fit finally subsiding -- and reaches into his jacket pocket and--","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1444","Pulls out his worn notebook, catching his breath. Looks through it to find a new joke.","Pulls out his worn notebook, catching his breath. Looks through it to find a new joke.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1445","You brought a joke book?","You brought a joke book?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1446","The audience laughs. Joker smiles, opens the page to Bruce Wayne's photo, pauses for a moment then turns the page. Finds a joke--","The audience laughs. Joker smiles, opens the page to Bruce Wayne's photo, pauses for a moment then turns the page. Finds a joke--","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1447","(reading) Okay. Here's one. Knock knock.","Okay. Here's one. Knock knock.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1448","Oh god, a knock-knock joke? And you need to read it?","Oh god, a knock-knock joke? And you need to read it?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1449","(nods, reads it again) I want to get it right. Knock knock.","I want to get it right. Knock knock.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1450","Murray makes a face like, ""Okay, I'll go along with this.""","Murray makes a face like, ""Okay, I'll go along with this.""","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1451","Who's there?","Who's there?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1452","(looks up from his notebook) It's the police, ma'am. Your son has been hit by a drunk driver. He's dead.","It's the police, ma'am. Your son has been hit by a drunk driver. He's dead.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1453","Beat.","Beat.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1454","The associate producer tries not to laugh, but she can't help it. The director looks over at her like she's lost her mind.","The associate producer tries not to laugh, but she can't help it. The director looks over at her like she's lost her mind.","CONTEXT","CONTEXT","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1455","(shakes his head) Okay, ready Camera Two. Take Two. Ready Three. Three.","Okay, ready Camera Two. Take Two. Ready Three. Three.","DIRECTOR","DIRECTOR","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1456","ON THE MONITORS, some of the audience cracks up. Joker smiles at the response. Murray Franklin shakes his head, smirking at the joke despite himself.","ON THE MONITORS, some of the audience cracks up. Joker smiles at the response. Murray Franklin shakes his head, smirking at the joke despite himself.","CONTEXT","CONTEXT","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1457","So, Arthur, you told me backstage that your--","So, Arthur, you told me backstage that your--","MURRAY FRANKLIN (ON MONITORS)","MURRAY FRANKLIN","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1458","Joker leans over interrupting Murray, whispers something to him.","Joker leans over interrupting Murray, whispers something to him.","CONTEXT","CONTEXT","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1459","Murray nods as Joker whispers.","Murray nods as Joker whispers.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1460","(bemused smile; patronizing) Right. Sorry. I mean Joker-- you told me backstage that your mother's a big fan of the show, that she never misses it.","Right. Sorry. I mean Joker-- you told me backstage that your mother's a big fan of the show, that she never misses it.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1461","Joker puts the notebook back in his pocket. Crosses his legs, starting to get a bit more comfortable.","Joker puts the notebook back in his pocket. Crosses his legs, starting to get a bit more comfortable.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1462","That's right, Murray. But she's dead now.","That's right, Murray. But she's dead now.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1463","The audience laughs.","The audience laughs.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1464","(goes along with the ""joke"") Hold on. Your mother's dead?","Hold on. Your mother's dead?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1465","Yeah. She is.","Yeah. She is.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1466","Murray's not sure if this is part of his act.","Murray's not sure if this is part of his act.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1467","Okay. What about your father? Does he watch the show?","Okay. What about your father? Does he watch the show?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1468","Laughter from the crowd.","Laughter from the crowd.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1469","I don't know who my father is, Murray. Turns out I was adopted and sexually assaulted by my mother's boyfriend.","I don't know who my father is, Murray. Turns out I was adopted and sexually assaulted by my mother's boyfriend.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1470","A few in the audience groan. A couple even laugh. Still think it's just Joker's edgy, off-kilter sense of humor.","A few in the audience groan. A couple even laugh. Still think it's just Joker's edgy, off-kilter sense of humor.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1471","Don Ellis plays ""wha-wha-wha-whuuuuh"" on his trumpet from the band stand.","Don Ellis plays ""wha-wha-wha-whuuuuh"" on his trumpet from the band stand.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1472","Ahhhh! No, no,-- You can not joke about that.","Ahhhh! No, no,-- You can not joke about that.","DR. SALLY FRIEDMAN","DR. SALLY FRIEDMAN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1473","(shakes his head; irritated) Yeah, that's not funny, that's not the kind of humor we do on this show.","Yeah, that's not funny, that's not the kind of humor we do on this show.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1474","Murray glances over at Gene in the wings. He gives him the ""wrap it up"" sign.","Murray glances over at Gene in the wings. He gives him the ""wrap it up"" sign.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1475","(just keeps going, on a roll) Sorry. It's been a rough few months, Murray. I mean, after my mother died, the police came to question me at her funeral. Who does that?","Sorry. It's been a rough few months, Murray. I mean, after my mother died, the police came to question me at her funeral. Who does that?","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1476","(too easy) Oh really? Were you a suspect?","Oh really? Were you a suspect?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1477","The audience laughs.","The audience laughs.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1478","Very funny, Murray. No, they came because I killed those three Wall Street guys.","Very funny, Murray. No, they came because I killed those three Wall Street guys.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1479","Beat.","Beat.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1480","Studio audience can't tell if he's joking or not. Murray can't either.","Studio audience can't tell if he's joking or not. Murray can't either.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1481","(looks at him confused) Okay. I'm waiting for the punchline.","Okay. I'm waiting for the punchline.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1482","There is no punchline. It's not a joke.","There is no punchline. It's not a joke.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1483","The director stares at the monitor.","The director stares at the monitor.","CONTEXT","CONTEXT","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1484","Did he just confess to killing the Wall Street Three?","Did he just confess to killing the Wall Street Three?","DIRECTOR","DIRECTOR","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1485","(horrified) Yeah. I think he did.","Yeah. I think he did.","TECHNICAL DIRECTOR","TECHNICAL DIRECTOR","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1486","(turns to the director, nods) He definitely did.","He definitely did.","ASSOCIATE PRODUCER","ASSOCIATE PRODUCER","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1487","Jesus Christ. (hits the camera talk button, into mic) Camera Three, get in close.","Jesus Christ. Camera Three, get in close.","DIRECTOR","DIRECTOR","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1488","ANGLE ON MONITOR, Camera Three zooming in close on Joker's face.","ANGLE ON MONITOR, Camera Three zooming in close on Joker's face.","CONTEXT","CONTEXT","INT. DIRECTOR'S BOOTH, STUDIO 4B - CONTINUOUS"
"id1489","Gene Ufland is now standing up from his chair. Motions for Murray to kill the interview. Murray shakes his head to himself. This is a big ""get,"" it could be great television.","Gene Ufland is now standing up from his chair. Motions for Murray to kill the interview. Murray shakes his head to himself. This is a big ""get,"" it could be great television.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1490","(turns back to Joker; with gravitas) You're serious, aren't you? You're telling us you killed those three boys on the subway. Why should we believe you?","You're serious, aren't you? You're telling us you killed those three boys on the subway. Why should we believe you?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1491","(shrugs) I got nothing left to lose, Murray. Nothing can hurt me anymore. This is my fate, it was always my fate. My life is nothing but a comedy.","I got nothing left to lose, Murray. Nothing can hurt me anymore. This is my fate, it was always my fate. My life is nothing but a comedy.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - CONTINUOUS"
"id1492","Sophie's sitting on her couch watching this interview play out on TV. GiGi's asleep next to her. The open envelope and the money are lying on the coffee table. No sign of the flowers anywhere.","Sophie's sitting on her couch watching this interview play out on TV. GiGi's asleep next to her. The open envelope and the money are lying on the coffee table. No sign of the flowers anywhere.","CONTEXT","CONTEXT","INT. SOPHIE'S APARTMENT, LIVING ROOM - CONTINUOUS"
"id1493","Let me get this straight, you think killing those young men is funny?","Let me get this straight, you think killing those young men is funny?","MURRAY FRANKLIN (ON TV)","MURRAY FRANKLIN","INT. SOPHIE'S APARTMENT, LIVING ROOM - CONTINUOUS"
"id1494","Yeah. But comedy is subjective, isn't that what they say? Besides, the way I see it, what happened was a good thing. All of you, Gotham, the system that knows so much, you decide, you decide what's right and wrong. What's real or what's made up. The same way you decide what's funny or not.","Yeah. But comedy is subjective, isn't that what they say? Besides, the way I see it, what happened was a good thing. All of you, Gotham, the system that knows so much, you decide, you decide what's right and wrong. What's real or what's made up. The same way you decide what's funny or not.","JOKER (ON TV)","JOKER","INT. SOPHIE'S APARTMENT, LIVING ROOM - CONTINUOUS"
"id1495","Sophie edges forward on the couch, can almost see a hint of agreement on her face.","Sophie edges forward on the couch, can almost see a hint of agreement on her face.","CONTEXT","CONTEXT","INT. SOPHIE'S APARTMENT, LIVING ROOM - CONTINUOUS"
"id1496","Back on set, we can tell by the way Murray's now interviewing Joker, talking to him slower, more thoughtfully, that he thinks this is gonna get him an Emmy... Maybe even a Peabody.","Back on set, we can tell by the way Murray's now interviewing Joker, talking to him slower, more thoughtfully, that he thinks this is gonna get him an Emmy... Maybe even a Peabody.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1497","(beat) Okay, I think I understand. You did it to start a movement, to become a symbol.","Okay, I think I understand. You did it to start a movement, to become a symbol.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1498","C'mon, Murray, do I look like the kind of clown who could start a movement? I killed those guys because they were awful. Everybody's awful these days. It's enough to make anyone crazy.","C'mon, Murray, do I look like the kind of clown who could start a movement? I killed those guys because they were awful. Everybody's awful these days. It's enough to make anyone crazy.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1499","So that's it, you're crazy. That's your defense for killing three young men? Because they were mean to you?","So that's it, you're crazy. That's your defense for killing three young men? Because they were mean to you?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1500","No. They couldn't carry a tune to save their lives.","No. They couldn't carry a tune to save their lives.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1501","Some audible groans from the audience.","Some audible groans from the audience.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1502","Why is everyone so upset about these guys? Because Thomas Wayne went and cried about them on TV?","Why is everyone so upset about these guys? Because Thomas Wayne went and cried about them on TV?","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1503","You have a problem with Thomas Wayne, too?","You have a problem with Thomas Wayne, too?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1504","Yeah. I do. Everything comes so easy for him.","Yeah. I do. Everything comes so easy for him.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1505","And what's wrong with that?","And what's wrong with that?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1506","Have you seen what it's like out there, Murray? Do you ever actually leave the studio? Everybody just yells and screams at each other. Nobody's civil anymore. Nobody thinks what it's like to be the other guy. You think men like Thomas Wayne, men at ease, ever think what it's like to be a guy like me? To be anybody but themselves. (shaking his head, voice rising) They don't. They think we'll all just sit there and take it like good little boys. That we won't werewolf and go wild. Well, this is for all of you out there.","Have you seen what it's like out there, Murray? Do you ever actually leave the studio? Everybody just yells and screams at each other. Nobody's civil anymore. Nobody thinks what it's like to be the other guy. You think men like Thomas Wayne, men at ease, ever think what it's like to be a guy like me? To be anybody but themselves. They don't. They think we'll all just sit there and take it like good little boys. That we won't werewolf and go wild. Well, this is for all of you out there.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1507","Joker ""howls at the moon."" It's fucking weird.","Joker ""howls at the moon."" It's fucking weird.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1508","OFFICERS AND DETECTIVES JUMPING INTO ACTION, rushing past a small portable black & white television sitting on one of the desks, hear one of them shout--","OFFICERS AND DETECTIVES JUMPING INTO ACTION, rushing past a small portable black & white television sitting on one of the desks, hear one of them shout--","CONTEXT","CONTEXT","INT. STATION SQUAD ROOM - 7TH PRECINCT - CONTINUOUS"
"id1509","That asshole just confessed to killing those Wall Street guys on fucking live TV!","That asshole just confessed to killing those Wall Street guys on fucking live TV!","POLICE LIEUTENANT (OS)","POLICE LIEUTENANT","INT. STATION SQUAD ROOM - 7TH PRECINCT - CONTINUOUS"
"id1510","ANGLE ON THE LITTLE TV, TIGHT TWO-SHOT OF JOKER looking at Murray.","ANGLE ON THE LITTLE TV, TIGHT TWO-SHOT OF JOKER looking at Murray.","CONTEXT","CONTEXT","INT. STATION SQUAD ROOM - 7TH PRECINCT - CONTINUOUS"
"id1511","(shakes his head) So much self-pity, Arthur. You sound like you're making excuses for killing three young men. Not everybody's awful.","So much self-pity, Arthur. You sound like you're making excuses for killing three young men. Not everybody's awful.","MURRAY FRANKLIN (ON TV)","MURRAY FRANKLIN","INT. STATION SQUAD ROOM - 7TH PRECINCT - CONTINUOUS"
"id1512","Back on set. Joker looks straight at Murray.","Back on set. Joker looks straight at Murray.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1513","You're awful, Murray.","You're awful, Murray.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1514","There is no more laughter. The audience is watching this exchange with full attention.","There is no more laughter. The audience is watching this exchange with full attention.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1515","Me? How am I awful?","Me? How am I awful?","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1516","Playing my video, inviting me on the show,-- You just wanted to make fun of me. Well it's easy to laugh at Frankenstein on a crowded beach, isn't it? You're just like the rest of them, Murray. Everything comes too easy for you.","Playing my video, inviting me on the show,-- You just wanted to make fun of me. Well it's easy to laugh at Frankenstein on a crowded beach, isn't it? You're just like the rest of them, Murray. Everything comes too easy for you.","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1517","(on the spot; defensive) You don't know the first thing about me, pal. Look what happened because of what you did, Arthur, what it led to. There are riots out there. Two policemen are in critical condition, someone was killed today.","You don't know the first thing about me, pal. Look what happened because of what you did, Arthur, what it led to. There are riots out there. Two policemen are in critical condition, someone was killed today.","MURRAY FRANKLIN","MURRAY FRANKLIN","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1518","Joker nods in agreement, yeah, it's because of what he did.","Joker nods in agreement, yeah, it's because of what he did.","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1519","How about another joke, Murray? What do you get when you cross a mentally-ill loner with a system that abandons him and treats him like trash?","How about another joke, Murray? What do you get when you cross a mentally-ill loner with a system that abandons him and treats him like trash?","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1520","Murray pauses for a minute, not really listening to Joker, suddenly realizing the seriousness of the situation. He starts to turn to camera--","Murray pauses for a minute, not really listening to Joker, suddenly realizing the seriousness of the situation. He starts to turn to camera--","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1521","(pulls Randall's gun) I'll tell you what you get. You get what you fucking deserve,--","I'll tell you what you get. You get what you fucking deserve,--","JOKER","JOKER","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
"id1522","And as Murray Franklin turns back to him, JOKER SHOOTS THE SIDE OF MURRAY'S HEAD OFF--","And as Murray Franklin turns back to him, JOKER SHOOTS THE SIDE OF MURRAY'S HEAD OFF--","CONTEXT","CONTEXT","INT. TALK SHOW SET, STAGE - STUDIO 4B - CONTINUOUS"
